Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
MMC,"Marsh & McLennan Companies, Inc.",,Financials,13,144.34,1.48,1.67,0.535,4,2.14,0.465,7/28/21,8/13/21,133.86,183.14,11.90,8.52,9.26,9.06,41.94,24.01,At Fair Value,0,Blended,Ex-date,11,81.70,17.73,15.93,6.38,31.44,1.19,0.56,12.56,26.67,7.83,1.66,,Insurance
MMM,3M Company,,Industrials,64,130.94,4.55,3.24,1.49,4,5.96,1.480,2/17/22,3/12/22,130.33,203.21,0.68,2.42,5.66,10.23,-20.13,-7.34,In the Margin of Safety,-37,Blended,Ex-date,10,12.19,9.23,15.84,11.75,38.89,1.58,0.54,14.40,15.35,5.68,3.76,,Industrial Conglomerates
MMP,"Magellan Midstream Partners, L.P.",,Energy,21,47.78,8.69,8.32,1.038,4,4.15,1.028,11/4/21,11/12/21,43.58,53.75,0.49,2.20,4.50,10.06,23.31,1.46,In the Margin of Safety,-27,Blended,Ex-date,13,25.87,25.95,33.36,4.87,43.01,1.50,0.76,7.60,12.08,5.76,4.81,,"Oil, Gas and Consumable Fuels"
MNRO,"Monro, Inc.",,Consumer Discretionary,9,40.03,2.80,1.59,0.28,4,1.12,0.260,6/3/22,6/20/22,37.49,65.30,15.92,8.44,8.45,11.29,-31.33,-18.68,In the Margin of Safety,-58,Blended,Ex-date,11,79.27,20.76,4.53,5.19,8.04,0.77,0.51,4.04,24.21,1.90,-36.30,,Specialty Retail
MO,"Altria Group, Inc.",,Consumer Staples,13,45.38,7.93,6.35,0.9,4,3.60,0.860,9/14/21,10/12/21,42.53,57.05,4.10,4.73,8.26,8.26,9.78,4.57,In the Margin of Safety,-19,Blended,Ex-date,16,-29.92,1.82,14.30,4.60,472.63,0.62,1.07,25.78,31.99,-53.81,-1.23,,Tobacco
MOFG,"MidWestOne Financial Group, Inc.",,Financials,12,28.92,3.28,2.92,0.238,4,0.95,0.225,2/28/22,3/15/22,27.08,34.65,3.11,5.04,7.19,13.60,10.12,10.25,In the Margin of Safety,-15,Blended,Ex-date,10,107.53,3.80,30.89,7.77,12.16,0.03,0.00,,8.48,1.03,0.54,,Banks
MORN,"Morningstar, Inc.",,Financials,9,223.6,0.64,0.90,0.36,4,1.44,0.315,1/6/22,1/31/22,218.25,350.21,37.04,17.37,13.35,20.88,22.15,30.38,Above Fair Value,5,Blended,Pay date,14,-27.75,20.93,10.47,9.52,13.81,1.26,0.34,8.81,63.71,8.65,15.31,,Capital Markets
MPB,"Mid Penn Bancorp, Inc.",,Financials,9,26.86,2.98,2.75,0.2,4,0.80,0.190,5/7/21,5/24/21,24.81,33.89,9.60,10.07,10.31,14.87,2.90,6.37,At Fair Value,0,Blended,Pay date excl. specials,13,-34.35,24.20,22.77,4.68,8.28,0.20,0.00,,10.85,0.87,1.97,,Banks
MPLX,MPLX LP,,Energy,10,29.02,9.72,11.39,0.705,4,2.82,0.688,11/10/21,11/19/21,26.01,35.49,1.28,3.26,6.32,,44.63,12.82,In the Margin of Safety,-6,Blended,Ex-date,16,18.00,15.71,31.80,4.81,23.85,0.63,0.62,6.94,11.22,3.01,0.27,,"Oil, Gas and Consumable Fuels"
MPW,"Medical Properties Trust, Inc.",,Real Estate,10,14.34,8.09,5.88,0.29,4,1.16,0.280,3/16/22,4/14/22,14.28,24.13,3.67,4.16,3.98,3.52,4.86,10.33,In the Margin of Safety,-31,Blended,Ex-date,12,100.06,20.81,69.36,1.35,13.21,5.23,0.54,3.69,11.21,1.42,0.64,,Equity Real Estate Investment Trusts (REITs)
MPWR,"Monolithic Power Systems, Inc.",,Information Technology,5,387.12,0.77,0.78,0.75,4,3.00,0.600,3/30/22,4/15/22,349.43,580.00,21.43,25.18,26.10,,38.28,54.26,In the Margin of Safety,-96,Blended,Ex-date,27,55.32,42.65,20.75,7.61,23.53,4.58,0.01,16.89,81.04,17.08,2.39,,Semiconductors and Semiconductor Equipment
MRK,"Merck & Co., Inc.",,Health Care,12,84.89,3.25,3.11,0.69,4,2.76,0.650,12/14/21,1/7/22,70.89,94.92,6.35,9.17,7.58,5.30,10.31,2.78,In the Margin of Safety,-4,Blended,Ex-date,11,49.36,16.56,26.27,6.81,40.94,1.40,0.44,17.68,14.92,5.08,0.55,,Pharmaceuticals
MRTN,"Marten Transport, Ltd.",,Industrials,6,16.9,1.42,0.71,0.06,4,0.24,0.040,3/16/22,3/31/22,14.72,19.94,22.73,37.00,35.10,23.76,9.25,19.05,In the Margin of Safety,-78,Blended,Ex-date,37,28.30,18.11,9.15,2.03,14.80,2.02,0.01,10.19,15.51,2.25,0.69,,Road and Rail
MS,Morgan Stanley,,Financials,9,73.95,3.79,2.62,0.7,4,2.80,0.350,7/29/21,8/13/21,72.49,109.73,75.00,28.68,26.72,28.48,15.41,30.97,In the Margin of Safety,-19,Blended,Ex-date,31,2.98,7.57,24.79,4.15,13.86,1.94,0.78,,10.95,1.62,0.60,,Capital Markets
MSA,MSA Safety Incorporated,,Industrials,51,113.76,1.62,1.47,0.46,4,1.84,0.440,5/13/22,6/10/22,113.37,167.55,2.33,5.01,5.93,5.41,-10.53,10.08,In the Margin of Safety,-16,Blended,Ex-date excl. specials,8,-82.67,8.13,1.44,4.54,2.46,2.48,0.43,11.75,255.44,6.09,-9.50,,Commercial Services and Supplies
MSBI,"Midland States Bancorp, Inc.",,Financials,6,23.88,4.86,3.98,0.29,4,1.16,0.280,2/10/22,2/18/22,22.50,30.60,4.39,7.79,15.08,,8.47,11.51,In the Margin of Safety,-14,Blended,Ex-date,20,115.31,19.13,29.18,9.60,13.05,0.07,0.00,,7.83,0.99,0.80,,Banks
MSCI,MSCI Inc.,,Financials,8,385.76,1.08,0.89,1.04,4,4.16,0.780,8/12/21,8/31/21,376.41,679.85,29.15,22.54,29.77,,20.78,37.41,In the Margin of Safety,-56,Blended,Ex-date,31,17.76,20.95,35.65,11.74,1088.99,1.15,1.26,20.31,54.60,-46.43,2.11,,Capital Markets
MSEX,Middlesex Water Company,,Utilities,18,78.27,1.48,1.68,0.29,4,1.16,0.273,11/10/21,12/1/21,75.77,121.43,33.80,15.12,11.53,6.77,35.04,25.28,At Fair Value,0,Blended,Ex-date,13,10.61,3.12,28.44,2.15,11.43,0.56,0.47,3.45,44.25,4.89,3.78,,Water Utilities
MSFT,Microsoft Corporation,,Information Technology,20,244.97,1.01,1.24,0.62,4,2.48,0.560,11/17/21,12/9/21,241.51,349.67,10.29,10.28,9.49,12.61,31.84,39.21,In the Margin of Safety,-12,Blended,Fiscal year ex-date excl. specials,11,59.08,38.84,37.63,11.61,48.73,1.99,0.33,22.43,31.96,14.17,0.66,,Software
MSI,"Motorola Solutions, Inc.",,Information Technology,11,197,1.60,1.60,0.79,4,3.16,0.710,12/14/21,1/14/22,195.18,273.65,11.12,11.23,11.26,16.35,30.48,21.76,At Fair Value,0,Blended,Ex-date,13,27.92,10.07,15.30,9.59,58.46,1.11,1.06,23.19,31.72,-126.31,2.10,,Communications Equipment
MTB,M&T Bank Corporation,,Financials,6,160.64,2.99,2.76,1.2,4,4.80,1.100,11/29/21,12/31/21,128.46,186.95,4.55,6.58,10.05,5.09,15.10,5.86,In the Margin of Safety,-9,Blended,Ex-date,13,15.57,10.71,29.62,23.43,10.34,0.31,0.00,,12.93,1.36,1.32,,Banks
MTRN,Materion Corporation,,Materials,10,70.33,0.71,0.84,0.125,4,0.50,0.120,5/26/22,6/16/22,66.92,96.00,30.44,12.63,9.57,,30.42,15.43,In the Margin of Safety,-33,Blended,Ex-date,10,113.30,38.16,4.35,2.96,10.02,3.35,0.45,5.67,25.65,2.46,1.35,,Metals and Mining
MUFG,"Mitsubishi UFJ Financial Group, Inc.",,Financials,5,5.59,4.26,3.90,0.12,2,0.24,0.113,9/29/21,12/16/21,5.15,6.78,-48.82,-15.74,-5.64,-2.43,17.32,12.13,In the Margin of Safety,-6,Blended,Fiscal year ex-date,-1,1.81,13.89,21.23,296.97,7.05,0.54,0.00,,0.07,0.01,0.01,,Banks
MVBF,MVB Financial Corp.,,Financials,6,31.2,2.18,1.16,0.17,4,0.68,0.150,2/28/22,3/15/22,30.56,45.44,56.76,69.08,27.53,27.78,24.57,41.87,In the Margin of Safety,-61,Blended,Declaration date,30,-24.37,6.50,24.51,-2.75,13.31,0.15,0.00,,14.60,1.92,0.56,,Banks
MWA,"Mueller Water Products, Inc.",,Industrials,8,10.94,2.12,1.90,0.058,4,0.23,0.055,11/9/21,11/22/21,10.88,17.37,5.12,4.16,11.70,12.44,-5.54,10.78,In the Margin of Safety,-21,Blended,Ex-date,14,0.40,19.05,6.38,0.60,11.03,3.22,0.41,8.15,26.94,2.88,1.98,,Machinery
NATI,National Instruments Corporation,,Information Technology,9,31.41,3.57,2.41,0.28,4,1.12,0.270,2/4/22,2/28/22,31.17,45.98,3.82,5.06,6.12,9.50,-3.53,-0.38,In the Margin of Safety,-45,Blended,Ex-date,10,603.83,15.80,7.25,0.83,9.07,2.25,0.24,6.79,48.86,4.44,15.37,,"Electronic Equipment, Instruments and Components"
NBHC,National Bank Holdings Corporation,,Financials,7,37.45,2.46,2.10,0.23,4,0.92,0.220,2/24/22,3/15/22,34.11,48.24,9.88,12.81,29.97,,3.74,9.12,In the Margin of Safety,-13,Blended,Ex-date,32,-13.88,-13.60,29.84,7.23,10.31,0.15,0.00,,14.48,1.48,0.74,,Banks
NBTB,NBT Bancorp Inc.,,Financials,10,35.49,3.16,2.91,0.28,4,1.12,0.270,8/31/21,9/15/21,32.66,42.33,2.78,2.86,4.06,3.33,-6.72,3.25,In the Margin of Safety,-8,Blended,Ex-date,7,15.99,9.84,31.42,3.48,12.89,0.12,0.00,,10.16,1.30,0.73,,Banks
NDAQ,"Nasdaq, Inc.",,Financials,10,148.55,1.62,1.67,0.6,4,2.40,0.540,6/9/22,6/24/22,140.31,214.96,10.21,7.07,11.04,,22.29,28.76,At Fair Value,0,Blended,Ex-date,13,13.00,-2.59,20.33,7.80,18.98,0.93,0.52,8.08,25.22,4.88,0.49,,Capital Markets
NDSN,Nordson Corporation,,Industrials,59,196.46,1.04,0.93,0.51,4,2.04,0.390,8/23/21,9/7/21,195.09,272.29,23.88,12.46,12.83,14.87,15.27,20.76,In the Margin of Safety,-24,Blended,Ex-date,14,56.89,12.56,19.38,8.84,23.32,1.47,0.30,13.98,25.94,5.67,2.23,,Machinery
NEE,"NextEra Energy, Inc.",,Utilities,28,70.87,2.40,2.16,0.425,4,1.70,0.385,2/28/22,3/15/22,67.22,93.73,10.11,11.34,11.97,10.89,14.27,23.12,At Fair Value,0,Blended,Ex-date,14,-65.09,-5.13,8.97,4.19,1.42,0.50,0.58,1.11,114.23,4.64,-6.17,,Electric Utilities
NEP,"NextEra Energy Partners, LP",,Utilities,8,67.2,4.36,3.78,0.733,4,2.93,0.708,5/4/22,5/12/22,61.31,88.80,14.95,14.96,14.94,,18.43,25.99,At Fair Value,0,Blended,Ex-date,19,0.00,14.28,7.77,8.75,1.91,1.61,0.34,0.87,83.57,2.29,6.85,,Independent Power and Renewable Electricity Producers
NEU,NewMarket Corporation,,Materials,9,290.21,2.89,1.97,2.1,4,8.40,1.900,9/14/21,10/1/21,285.60,378.63,7.90,5.42,4.60,11.75,-12.49,-7.31,In the Margin of Safety,-38,Blended,Pay date,7,-27.20,21.51,7.37,11.58,22.99,2.71,0.55,9.94,19.11,4.38,-4.90,,Chemicals
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",,Financials,10,12.16,4.28,3.11,0.13,4,0.52,0.110,5/11/21,5/26/21,12.07,18.41,18.19,9.14,10.20,9.30,-6.95,4.49,In the Margin of Safety,-53,Blended,Ex-date excl. specials,14,33.85,11.47,39.06,1.35,9.00,0.04,0.00,,10.38,0.99,0.76,,Thrifts and Mortgage Finance
NFG,National Fuel Gas Company,,Utilities,52,67.29,2.82,3.39,0.475,4,1.90,0.455,6/29/22,7/15/22,49.16,75.97,2.25,2.30,2.36,2.52,41.75,7.98,In the Margin of Safety,-5,Blended,Ex-date,5,389.19,26.04,23.68,8.77,23.89,0.34,0.61,9.59,13.26,3.38,0.00,,Gas Utilities
NHC,National HealthCare Corporation,,Health Care,19,67.48,3.38,2.90,0.57,4,2.28,0.550,6/29/22,8/1/22,61.98,78.42,2.89,2.29,3.53,5.96,-7.07,0.34,In the Margin of Safety,-26,Blended,Ex-date excl. specials,7,46.87,10.64,12.62,1.46,15.47,1.78,0.15,1.77,8.14,1.21,0.38,,Healthcare Providers and Services
NI,NiSource Inc.,,Utilities,6,27.17,3.46,3.08,0.235,4,0.94,0.220,2/7/22,2/18/22,23.65,32.59,5.30,4.47,6.29,-0.28,36.49,6.97,At Fair Value,0,Blended,Ex-date,10,337.56,13.11,13.71,3.40,10.68,0.73,0.57,4.16,19.10,2.29,2.18,,Multi-Utilities
NJR,New Jersey Resources Corporation,,Utilities,27,42.35,3.42,3.01,0.363,4,1.45,0.333,9/17/21,10/1/21,34.41,47.50,8.40,7.29,7.16,6.74,19.18,0.81,In the Margin of Safety,-1,Blended,Ex-date,11,-61.41,27.25,3.80,3.80,5.24,0.64,0.62,3.86,46.72,2.47,-3.99,,Gas Utilities
NKE,"NIKE, Inc.",,Consumer Discretionary,21,107.12,1.14,0.99,0.305,4,1.22,0.275,12/3/21,12/28/21,103.46,179.10,11.54,11.36,11.28,13.23,2.05,17.99,In the Margin of Safety,-21,Blended,Ex-date,12,40.01,13.44,13.07,3.83,45.75,3.06,0.47,17.25,35.30,14.54,2.99,,"Textiles, Apparel and Luxury Goods"
NNI,"Nelnet, Inc.",,Financials,8,73.46,1.31,1.27,0.24,4,0.96,0.220,11/30/21,12/15/21,72.00,99.79,9.53,10.61,12.09,8.69,18.19,17.02,At Fair Value,0,Blended,Ex-date,13,-11.00,17.41,30.80,17.74,15.37,24.86,0.85,,7.16,1.05,0.51,,Consumer Finance
NNN,"National Retail Properties, Inc.",,Real Estate,33,40.33,5.26,4.83,0.53,4,2.12,0.520,7/29/21,8/16/21,39.12,49.99,1.69,2.23,3.23,3.24,6.73,-2.22,In the Margin of Safety,-13,Blended,Ex-date,8,43.79,10.75,42.74,3.28,7.70,1.58,0.50,3.75,26.83,2.03,5.22,,Equity Real Estate Investment Trusts (REITs)
NOC,Northrop Grumman Corporation,,Industrials,19,449.02,1.54,1.59,1.73,4,6.92,1.570,5/27/22,6/15/22,344.89,492.30,8.28,9.38,11.78,12.13,40.54,20.39,At Fair Value,0,Blended,Ex-date,13,33.64,-5.44,16.33,19.84,48.43,1.31,0.53,18.01,12.30,5.24,0.54,,Aerospace and Defense
NP,"Neenah, Inc.",,Materials,12,33.87,5.61,3.45,0.475,4,1.90,0.470,11/10/21,12/2/21,31.46,56.86,0.54,4.01,6.81,15.44,-19.86,-11.91,In the Margin of Safety,-79,Blended,Ex-date,12,0.00,38.21,-2.54,1.82,-8.22,2.01,0.62,5.40,-24.08,2.17,0.00,,Paper and Forest Products
NPO,"EnPro Industries, Inc.",,Industrials,8,82.49,1.36,1.52,0.28,4,1.12,0.270,3/1/22,3/16/22,79.80,117.63,3.82,3.97,5.10,,15.92,16.65,In the Margin of Safety,-26,Blended,Ex-date,6,0.00,11.27,14.73,7.39,14.42,1.77,0.46,3.34,11.51,1.62,0.17,,Machinery
NRIM,"Northrim BanCorp, Inc.",,Financials,13,38.96,4.21,3.48,0.41,4,1.64,0.380,3/9/22,3/18/22,38.42,47.34,9.23,12.56,14.00,11.69,6.18,12.52,In the Margin of Safety,-10,Blended,Ex-date,18,-23.85,-13.34,25.33,14.28,14.25,0.26,0.00,,8.18,1.14,0.42,,Banks
NSA,National Storage Affiliates Trust,,Real Estate,7,46.34,4.75,3.82,0.55,4,2.20,0.500,6/14/22,6/30/22,45.13,70.04,27.01,13.83,13.60,,62.00,35.00,In the Margin of Safety,-23,Blended,Ex-date,18,0.00,64.66,16.72,4.39,8.03,1.06,0.55,3.33,56.00,3.76,4.68,,Equity Real Estate Investment Trusts (REITs)
NSC,Norfolk Southern Corporation,,Industrials,6,222.79,2.23,1.82,1.24,4,4.96,1.090,2/3/22,2/21/22,219.31,299.20,15.75,11.52,13.13,9.81,7.94,17.21,In the Margin of Safety,-11,Blended,Ex-date,15,34.03,3.05,26.59,17.37,21.60,0.96,0.54,10.21,22.93,5.05,1.28,,Road and Rail
NSP,"Insperity, Inc.",,Industrials,12,88.91,2.34,1.78,0.52,4,2.08,0.450,6/8/22,6/23/22,83.94,129.32,12.50,26.00,29.20,19.63,24.27,-4.43,In the Margin of Safety,-13,Blended,Ex-date excl. specials,32,-4.28,21.18,2.51,8.25,245.42,1.12,0.93,23.97,29.26,113.28,1.82,,Professional Services
NTAP,"NetApp, Inc.",,Information Technology,9,63.29,3.16,2.56,0.5,4,2.00,0.480,7/8/21,7/28/21,62.91,96.82,3.13,12.25,21.43,,16.93,9.58,In the Margin of Safety,-12,Blended,Ex-date,25,27.79,10.00,14.84,5.44,123.05,1.51,0.76,21.80,17.44,19.41,0.91,,"Technology Hardware, Storage and Peripherals"
NUE,Nucor Corporation,,Materials,49,112.57,1.78,2.58,0.5,4,2.00,0.405,12/30/21,2/11/22,87.71,187.90,12.08,5.08,3.76,2.21,88.19,40.34,In the Margin of Safety,-35,Blended,Ex-date excl. specials,6,416.79,85.59,19.98,28.69,59.72,2.88,0.31,33.69,5.36,2.62,0.11,,Metals and Mining
NUS,"Nu Skin Enterprises, Inc.",,Consumer Staples,22,43.35,3.55,3.58,0.385,4,1.54,0.380,2/25/22,3/9/22,39.40,58.97,1.33,1.35,1.37,8.82,-6.72,3.55,In the Margin of Safety,-15,Blended,Ex-date,5,-35.24,-4.29,5.29,3.36,15.35,1.72,0.36,12.32,17.29,2.58,-8.67,,Personal Products
NWBI,"Northwest Bancshares, Inc.",,Financials,13,12.11,6.61,5.10,0.2,4,0.80,0.190,5/5/21,5/17/21,12.04,15.15,5.27,5.06,5.58,5.93,-0.90,-1.84,In the Margin of Safety,-26,Blended,Ex-date,12,30.95,7.22,27.08,0.92,9.30,0.10,0.00,,12.07,1.13,0.69,,Thrifts and Mortgage Finance
NWE,NorthWestern Corporation,,Utilities,18,55.01,4.58,3.77,0.63,4,2.52,0.620,3/14/22,3/31/22,53.66,65.62,2.90,3.83,4.23,5.56,-3.31,-1.12,In the Margin of Safety,-7,Blended,Ex-date,9,5.01,8.06,13.39,6.66,8.17,0.98,0.52,3.53,17.40,1.39,-11.99,,Multi-Utilities
NWFL,Norwood Financial Corp.,,Financials,22,23.96,4.67,3.40,0.28,4,1.12,0.260,1/13/22,2/1/22,23.72,29.00,4.96,5.61,4.93,4.11,11.88,1.06,In the Margin of Safety,-33,Blended,Ex-date excl. specials,10,41.90,23.71,36.65,3.80,13.88,0.10,0.00,,8.82,1.26,0.41,,Banks
NWN,Northwest Natural Holding Company,,Utilities,66,50.86,3.79,3.31,0.483,4,1.93,0.480,10/28/21,11/15/21,43.07,57.63,0.53,0.53,0.53,0.91,-0.37,-4.41,In the Margin of Safety,-12,Blended,Ex-date,4,5.13,19.92,8.43,5.33,7.84,0.60,0.60,3.92,21.17,1.65,13.33,,Gas Utilities
NXRT,"NexPoint Residential Trust, Inc.",,Real Estate,7,58.4,2.60,3.13,0.38,4,1.52,0.341,12/14/21,12/30/21,53.61,95.04,10.33,11.17,11.11,,100.06,36.66,At Fair Value,0,Blended,Ex-date,14,-81.34,18.78,11.07,2.70,5.36,9.10,0.76,0.66,90.48,4.53,0.00,,Equity Real Estate Investment Trusts (REITs)
NXST,"Nexstar Media Group, Inc.",,Communication Services,10,159.7,2.25,2.00,0.9,4,3.60,0.700,2/10/22,2/28/22,135.87,192.84,26.06,23.96,24.09,,36.74,22.78,In the Margin of Safety,-34,Blended,Ex-date,26,10.44,4.90,18.66,30.95,32.03,2.03,0.73,7.83,8.85,2.63,0.16,,Media
O,Realty Income Corporation,,Real Estate,28,64.23,4.62,4.54,0.248,12,2.97,0.247,6/30/22,7/15/22,62.29,75.40,2.64,2.72,3.39,5.17,13.80,2.30,In the Margin of Safety,-3,Blended,Ex-date,8,1.16,46.13,18.92,3.34,2.51,0.86,0.40,2.13,70.39,1.64,-23.28,,Equity Real Estate Investment Trusts (REITs)
OC,Owens Corning,,Industrials,9,76.19,1.84,1.54,0.35,4,1.40,0.260,1/6/22,1/21/22,75.58,101.12,22.00,12.37,9.93,,0.69,26.56,In the Margin of Safety,-56,Blended,Declaration date,12,54.59,21.17,12.20,14.29,26.22,1.72,0.43,12.90,8.58,2.07,0.38,,Building Products
ODC,Oil-Dri Corporation of America,,Consumer Staples,19,25.93,4.32,3.01,0.28,4,1.12,0.270,8/11/22,8/26/22,22.80,37.20,3.89,4.05,4.23,4.80,-14.22,0.22,In the Margin of Safety,-28,Blended,Fiscal year ex-date,9,-93.33,14.36,0.33,1.54,0.66,2.75,0.24,2.14,169.62,1.23,-4.17,,Household Products
ODFL,"Old Dominion Freight Line, Inc.",,Industrials,6,234.95,0.51,0.34,0.3,4,1.20,0.200,3/1/22,3/16/22,231.31,373.58,38.47,34.09,68.30,,24.61,46.38,In the Margin of Safety,-63,Blended,Ex-date,69,56.21,35.46,20.17,11.22,33.90,2.22,0.03,27.70,30.31,9.70,0.94,,Road and Rail
OFLX,"Omega Flex, Inc.",,Industrials,5,108.2,1.18,1.27,0.32,4,1.28,0.300,6/23/22,7/5/22,97.16,163.27,5.36,7.88,,,-17.05,22.10,At Fair Value,0,Blended,Ex-date excl. specials,,16.25,17.11,19.46,1.89,45.09,4.04,0.06,36.55,51.66,20.91,5.26,,Machinery
OGE,OGE Energy Corp.,,Utilities,17,35.2,4.66,4.18,0.41,4,1.64,0.403,10/8/21,10/29/21,32.49,42.74,2.85,5.22,7.07,7.92,32.15,2.59,In the Margin of Safety,-2,Blended,Declaration date,12,0.00,20.23,36.91,3.43,24.51,0.49,0.56,3.95,8.47,1.92,0.28,,Electric Utilities
OGS,"ONE Gas, Inc.",,Utilities,8,78.08,3.18,2.55,0.62,4,2.48,0.580,2/24/22,3/11/22,62.52,92.26,7.28,7.88,9.94,,18.49,2.54,In the Margin of Safety,-4,Blended,Ex-date,13,11.92,41.78,9.74,4.31,8.85,0.97,0.64,2.95,22.60,1.95,2.12,,Gas Utilities
OLED,Universal Display Corporation,,Information Technology,5,104.19,1.15,0.31,0.3,4,1.20,0.200,3/16/22,3/31/22,103.15,237.00,38.47,47.59,97.44,,-29.13,3.38,In the Margin of Safety,-220,Blended,Ex-date,99,24.14,26.50,32.02,4.53,17.52,5.39,0.03,13.31,43.56,7.05,1.67,,Semiconductors and Semiconductor Equipment
OMC,Omnicom Group Inc.,,Communication Services,9,62.03,4.51,3.63,0.7,4,2.80,0.650,3/9/21,4/8/21,61.67,91.61,5.67,4.56,4.95,10.31,18.80,9.33,In the Margin of Safety,-28,Blended,Pay date,9,34.48,8.21,9.07,8.77,35.55,0.95,0.63,12.41,13.94,5.83,3.24,,Media
ORCL,Oracle Corporation,,Information Technology,13,68.71,1.86,1.60,0.32,4,1.28,0.240,4/7/21,4/22/21,63.76,106.34,33.34,18.98,16.37,18.23,19.69,17.39,In the Margin of Safety,-2,Blended,Fiscal year ex-date,18,-46.70,4.85,15.83,3.54,7301.09,1.63,1.09,12.14,28.91,-33.26,17.97,,Software
ORI,Old Republic International Corporation,,Financials,41,21.27,4.33,4.00,0.23,4,0.92,0.220,3/4/22,3/15/22,21.05,27.19,4.71,4.28,3.42,2.40,30.54,17.76,In the Margin of Safety,-6,Blended,Ex-date excl. specials,8,3264.15,44.64,14.57,4.27,20.28,0.52,0.20,13.79,5.86,1.17,0.28,,Insurance
ORRF,"Orrstown Financial Services, Inc.",,Financials,7,24.43,3.11,3.13,0.19,4,0.76,0.180,7/30/21,8/9/21,21.81,25.84,8.70,11.58,15.18,5.01,6.11,11.17,In the Margin of Safety,-2,Blended,Ex-date,18,-1.71,1.39,27.24,2.82,12.20,0.10,0.00,,8.08,1.00,0.27,,Banks
OSK,Oshkosh Corporation,,Industrials,9,81.37,1.82,1.36,0.37,4,1.48,0.330,11/12/21,11/29/21,80.66,126.39,11.12,11.14,11.85,,-14.19,11.81,In the Margin of Safety,-11,Blended,Ex-date,14,0.00,5.76,-1.07,-9.74,12.25,1.76,0.17,8.05,-87.47,2.25,0.00,,Machinery
OTTR,Otter Tail Corporation,,Utilities,9,63,2.62,2.94,0.413,4,1.65,0.390,2/14/22,3/10/22,47.24,71.89,5.50,5.31,4.71,2.90,39.21,11.24,In the Margin of Safety,-55,Blended,Ex-date,7,111.80,42.86,16.68,6.30,22.58,1.08,0.46,10.22,11.88,2.49,0.48,,Electric Utilities
OTTW,"Ottawa Bancorp, Inc.",,Financials,5,14.1001,3.12,2.07,0.11,4,0.44,0.100,3/1/22,3/16/22,14.10,15.28,20.59,24.99,59.28,23.42,2.96,6.68,In the Margin of Safety,-36,Blended,Ex-date excl. specials,62,13.70,5.80,22.92,0.45,6.98,0.08,0.00,,12.76,0.88,0.61,,Thrifts and Mortgage Finance
OVLY,Oak Valley Bancorp,,Financials,9,17.54,1.71,1.54,0.15,2,0.30,0.145,1/28/22,2/11/22,16.52,19.75,3.51,3.64,3.79,,9.39,3.27,In the Margin of Safety,-7,Blended,Ex-date,6,-6.69,7.29,26.77,0.78,10.89,0.38,0.00,,10.49,1.15,0.95,,Banks
OZK,Bank OZK,,Financials,26,35.04,3.54,3.13,0.31,4,1.24,0.300,4/13/22,4/22/22,34.79,51.39,5.48,11.87,12.19,19.32,7.31,17.85,In the Margin of Safety,-35,Blended,Ex-date,16,31.99,19.60,49.20,4.39,12.41,0.09,0.00,,9.77,1.21,1.01,,Banks
PAYX,"Paychex, Inc.",,Information Technology,12,113.81,2.78,2.89,0.79,4,3.16,0.660,5/11/22,5/26/22,101.73,141.92,6.46,5.63,7.97,7.68,42.54,22.86,At Fair Value,0,Blended,Adjusted ex-date,11,22.12,9.52,30.24,4.33,43.42,1.28,0.22,27.97,31.58,13.09,2.44,,IT Services
PB,"Prosperity Bancshares, Inc.",,Financials,24,66.26,3.14,2.65,0.52,4,2.08,0.490,12/14/21,1/3/22,64.40,80.46,6.32,9.47,9.56,10.57,-4.67,3.03,In the Margin of Safety,-10,Blended,Ex-date,13,-4.14,-1.82,45.40,7.57,7.99,0.06,0.00,,12.63,0.99,1.84,,Banks
PCAR,PACCAR Inc,,Industrials,12,81.57,1.67,1.66,0.34,4,1.36,0.320,5/11/21,6/2/21,77.96,97.56,6.25,5.45,7.22,7.50,-2.09,12.70,In the Margin of Safety,-8,Blended,Ex-date,9,40.17,24.41,8.21,6.07,17.34,4.17,0.48,7.10,15.47,2.53,2.22,,Machinery
PEBK,"Peoples Bancorp of North Carolina, Inc.",,Financials,10,26,2.77,2.20,0.18,4,0.72,0.170,6/2/22,6/15/22,24.50,30.00,-18.04,-1.93,5.55,21.26,24.30,5.32,In the Margin of Safety,-22,Blended,Ex-date excl. specials,8,12.15,9.68,20.59,4.02,10.90,0.22,0.00,,11.00,1.30,0.93,,Banks
PEBO,Peoples Bancorp Inc.,,Financials,7,26.53,5.73,4.24,0.38,4,1.52,0.360,5/6/22,5/23/22,26.37,34.63,4.35,7.48,15.86,16.61,-1.29,5.32,In the Margin of Safety,-34,Blended,Ex-date,22,-11.39,32.60,21.04,6.41,8.03,0.08,0.00,,13.58,1.09,2.48,,Banks
